level,pos,id,type,char,name,freq,grade,strokes,parts,source
26,14,k:専,kanji,専,specialty,640,6,9,田 十 寸,auto
26,15,k:博,kanji,博,Dr.,578,4,12,専 丶,auto
26,16,k:介,kanji,介,jammed in,592,8,4,𠆢 ハ,auto
26,17,k:除,kanji,除,exclude,594,6,10,阝 今 示,auto
26,18,k:導,kanji,導,guidance,576,5,15,道 寸,auto
26,19,k:頃,kanji,頃,about,490,8,11,匕 頁,override
26,20,k:労,kanji,労,labor,663,4,7,⺌ 冖 力,auto
26,21,k:固,kanji,固,harden,965,4,8,回 十,auto
26,22,k:個,kanji,個,individual,621,5,10,亻 固,auto
26,23,k:並,kanji,並,row,775,6,8,丷 三 ｜,auto
26,24,k:評,kanji,評,evaluate,607,5,12,言 並,auto
26,25,k:貴,kanji,貴,precious,768,6,12,一 員 ｜,auto
26,26,k:遺,kanji,遺,bequeath,536,6,15,辶 貴,auto
26,27,k:宇,kanji,宇,eaves,643,6,6,宀 干,auto
26,28,k:展,kanji,展,unfold,611,6,10,尸 三 衣,auto
26,29,k:億,kanji,億,hundred million,613,4,15,亻 意,auto
27,0,k:写,kanji,写,copy,743,3,5,冖 勹,auto
27,1,k:著,kanji,著,renowned,605,6,11,艹 者,auto
27,2,k:眼,kanji,眼,eyeball,597,5,11,目 艮,auto
27,3,k:将,kanji,将,commander,618,6,10,爪 爿 寸,auto
27,4,k:誰,kanji,誰,who,801,8,15,言 隹,auto
27,5,k:苦,kanji,苦,suffering,695,3,8,艹 古,auto
27,6,k:護,kanji,護,safeguard,529,5,20,艹 誰 又,override
27,7,k:老,kanji,老,old man,693,4,6,,auto
27,8,k:奇,kanji,奇,strange,1106,8,8,大 可,auto
27,9,k:寄,kanji,寄,draw near,635,5,11,宀 奇,auto
27,10,k:志,kanji,志,intention,667,5,7,士 心,auto
27,11,k:池,kanji,池,pond,765,2,6,氵 也,auto
27,12,k:週,kanji,週,week,745,2,11,辶 周,auto
27,13,k:便,kanji,便,convenience,702,4,9,亻 更,auto
27,14,k:因,kanji,因,cause,676,5,6,囗 大,auto
27,15,k:満,kanji,満,full,648,4,12,氵 艹 両,auto
27,16,k:酒,kanji,酒,alcohol,684,3,10,氵 酉,override
27,17,k:雪,kanji,雪,snow,696,2,11,雨 ヨ,auto
27,18,k:段,kanji,段,grade,633,6,9,万 殳,auto
27,19,k:香,kanji,香,incense,674,4,9,,auto
27,20,k:旬,kanji,旬,decameron,1261,8,6,日 勹,auto
27,21,k:易,kanji,易,easy,1038,5,8,旬 勿,auto
27,22,k:傷,kanji,傷,wound,573,6,13,亻 易,auto
27,23,r:巛,radical,巛,stream,,,3,,radical
27,24,k:災,kanji,災,disaster,642,5,7,火 巛,auto
27,25,k:浜,kanji,浜,seacoast,549,8,10,氵 兵,auto
27,26,k:談,kanji,談,discuss,657,3,15,言 火,auto
27,27,r:虍,radical,虍,tiger stripes,,,6,,radical
27,28,k:劇,kanji,劇,drama,599,6,15,豕 虍 刂,auto
27,29,k:羽,kanji,羽,feathers,752,2,6,,auto
28,0,k:越,kanji,越,surpass,575,8,12,走 戈,auto
28,1,k:財,kanji,財,property,662,5,10,具 貝,auto
28,2,k:岸,kanji,岸,beach,719,3,8,厂 山 干,auto
28,3,k:沖,kanji,沖,open sea,677,4,7,氵 中,auto
28,4,k:肉,kanji,肉,meat,785,2,6,,auto
28,5,k:坂,kanji,坂,slope,728,3,7,反 土,auto
28,6,k:算,kanji,算,calculate,697,2,14,目 竹 廾,auto
28,7,k:従,kanji,従,accompany,622,6,10,彳 疋,auto
28,8,k:授,kanji,授,impart,664,5,11,扌 受,auto
28,9,k:曜,kanji,曜,weekday,699,2,18,日 ヨ 隹,auto
28,10,k:熱,kanji,熱,heat,654,4,15,土 丸 儿 灬,auto
28,11,k:皇,kanji,皇,emperor,634,6,9,王 白,auto
28,12,k:素,kanji,素,elementary,646,5,10,土 糸,auto
28,13,k:離,kanji,離,detach,504,8,19,凵 禸 隹,auto
28,14,k:服,kanji,服,clothing,764,3,8,月 卩 又,auto
28,15,k:陽,kanji,陽,sunshine,706,3,12,阝 旦 勿,auto
28,16,k:堂,kanji,堂,public chamber,707,5,11,⺌ 冖 土,auto
28,17,k:項,kanji,項,paragraph,571,8,12,工 頁,auto
28,18,k:継,kanji,継,inherit,564,8,13,米 糸,auto
28,19,k:鹿,kanji,鹿,deer,670,4,11,,auto
28,20,k:減,kanji,減,dwindle,673,5,12,氵 口 戈,auto
28,21,k:載,kanji,載,load,566,8,13,車 土 戈,override
28,22,k:息,kanji,息,breath,732,3,10,自 心,auto
28,23,k:健,kanji,健,healthy,705,4,11,亻 廴 聿,auto
28,24,k:弟,kanji,弟,younger brother,808,2,7,丷 引 ノ,auto
28,25,k:極,kanji,極,extreme,700,4,12,本 口 又,auto
28,26,k:犯,kanji,犯,crime,736,5,5,,auto
28,27,k:姿,kanji,姿,figure,655,6,9,女 次,auto
28,28,k:境,kanji,境,boundary,666,5,14,音 土 儿,auto
28,29,k:許,kanji,許,permit,690,5,11,言 午,auto
29,0,k:静,kanji,静,quiet,687,4,14,青 勹 ヨ,auto
29,1,k:像,kanji,像,statue,668,5,14,亻 象,auto
29,2,k:妻,kanji,妻,wife,717,5,8,女 ヨ,auto
29,3,k:延,kanji,延,prolong,698,6,8,廴 正,auto
29,4,k:罪,kanji,罪,guilt,678,5,13,罒 非,auto
29,5,k:才,kanji,才,genius,1204,2,3,了 ノ,auto
29,6,k:徳,kanji,徳,benevolence,661,4,14,彳 罒 十 心,auto
29,7,k:材,kanji,材,lumber,747,4,7,木 才,auto
29,8,k:暮,kanji,暮,dusk,1039,6,14,艹 日 大,override
29,9,k:模,kanji,模,imitation,623,6,14,木 暮,auto
29,10,k:響,kanji,響,echo,525,8,20,音 艮 幺 阝,auto
29,11,k:伯,kanji,伯,chief,1154,8,7,亻 白,auto
29,12,k:宿,kanji,宿,inn,738,3,11,宀 伯,auto
29,13,k:徒,kanji,徒,on foot,727,4,10,彳 走,auto
29,14,k:策,kanji,策,scheme,641,6,12,木 竹 巾,auto
29,15,k:留,kanji,留,detain,708,5,10,田 刀 厶,auto
29,16,k:企,kanji,企,undertake,645,8,6,𠆢 止,auto
29,17,k:板,kanji,板,board,769,3,8,木 反,override
29,18,k:攻,kanji,攻,aggression,638,8,7,工 攵,auto
29,19,k:辞,kanji,辞,resign,712,4,13,古 辛 舌,auto
29,20,k:割,kanji,割,proportion,681,6,12,害 刂,auto
29,21,k:習,kanji,習,learn,779,3,11,白 羽,auto
29,22,r:尤,radical,尤,wobble,,,4,,radical
29,23,k:就,kanji,就,concerning,652,6,12,京 尤,auto
29,24,k:章,kanji,章,badge,750,3,11,十 音,auto
29,25,k:賀,kanji,賀,congratulations,692,4,12,員 力,auto
29,26,k:薬,kanji,薬,medicine,741,3,16,艹 日 木 冫,auto
29,27,k:毛,kanji,毛,fur,996,2,4,,override
29,28,k:尾,kanji,尾,tail,644,8,7,尸 毛,auto
29,29,k:振,kanji,振,shake,620,8,10,扌 辰,auto
30,0,k:援,kanji,援,abet,604,8,12,扌 友 爪,auto
30,1,k:盟,kanji,盟,alliance,647,6,13,明 皿,auto
30,2,k:捜,kanji,捜,search,658,8,10,扌 由 又,auto
30,3,k:農,kanji,農,agriculture,744,3,13,曲 辰,auto
30,4,k:温,kanji,温,warm,755,3,12,氵 日 皿,auto
30,5,k:測,kanji,測,fathom,715,5,12,氵 則,auto
30,6,k:覧,kanji,覧,perusal,625,6,17,見 臣,auto
30,7,k:余,kanji,余,too much,759,5,7,今 示,auto
30,8,k:短,kanji,短,short,789,3,12,知 豆,auto
30,9,k:軽,kanji,軽,lightly,794,3,12,車 土 又,auto
30,10,k:輪,kanji,輪,wheel,720,4,15,今 車 冊,auto
30,11,k:染,kanji,染,dye,701,6,9,氵 木 九,auto
30,12,k:訴,kanji,訴,accusation,627,8,12,言 斤,auto
30,13,k:販,kanji,販,marketing,665,8,11,反 貝,auto
30,14,k:為,kanji,為,do,653,8,9,勹 ユ 灬,auto
30,15,k:臼,kanji,臼,mortar,1753,8,6,,auto
30,16,k:興,kanji,興,entertain,669,5,16,同 臼,auto
30,17,k:訳,kanji,訳,translate,689,6,11,尸 言,auto
30,18,k:諸,kanji,諸,various,688,6,15,者 言,auto
30,19,k:茂,kanji,茂,overgrown,1138,8,8,艹 成,auto
30,20,k:蔵,kanji,蔵,storehouse,691,6,15,厂 臣 茂,auto
30,21,k:識,kanji,識,discriminating,679,5,19,言 音 戈,auto
30,22,k:給,kanji,給,salary,757,4,12,合 糸,auto
30,23,k:署,kanji,署,signature,709,6,13,罒 者,auto
30,24,k:幕,kanji,幕,curtain,680,6,13,暮 巾,auto
30,25,k:絶,kanji,絶,discontinue,739,5,12,色 糸,auto
30,26,k:答,kanji,答,solution,835,2,12,合 竹,auto
30,27,k:仁,kanji,仁,humanity,1077,6,4,亻 二,auto
30,28,k:僕,kanji,僕,me,630,8,14,美 仁,override
30,29,k:倉,kanji,倉,godown,756,4,10,尸 合,auto
31,0,k:散,kanji,散,scatter,771,4,12,月 攵 廾,auto
31,1,k:精,kanji,精,refined,735,5,14,米 青,auto
31,2,k:採,kanji,採,pick,762,5,11,扌 木 爪,auto
31,3,k:暴,kanji,暴,outburst,730,5,15,日 水 共 井,auto
31,4,k:幹,kanji,幹,tree trunk,718,5,13,𠆢 早 干,auto
31,5,k:甲,kanji,甲,armor,713,8,5,田 曲,auto
31,6,k:廃,kanji,廃,abolish,660,8,12,广 発,auto
31,7,k:喜,kanji,喜,rejoice,761,5,12,士 豆,auto
31,8,k:抜,kanji,抜,slip out,731,8,7,扌 変 又,auto
31,9,k:費,kanji,費,expense,763,5,12,引 貝,auto
31,10,k:創,kanji,創,genesis,714,6,12,合 刂,auto
31,11,k:圧,kanji,圧,pressure,820,5,5,厂 土,auto
31,12,r:舛,radical,舛,dancing legs,,,6,,radical
31,13,k:舞,kanji,舞,dance,671,8,15,無 万 舛,override
31,14,k:祭,kanji,祭,ritual,815,3,11,癶 𠆢 示,auto
31,15,k:責,kanji,責,blame,956,5,11,土 六 貝,override
31,16,k:積,kanji,積,volume,760,4,16,責 禾,auto
31,17,k:婚,kanji,婚,marriage,711,8,11,日 女 氏,auto
31,18,k:卒,kanji,卒,graduate,826,4,8,人 十,auto
31,19,k:札,kanji,札,tag,850,4,5,木 乙,auto
31,20,k:効,kanji,効,merit,807,5,8,力 交,auto
31,21,k:推,kanji,推,conjecture,733,6,11,扌 隹,auto
31,22,k:値,kanji,値,price,773,6,10,亻 直,auto
31,23,k:課,kanji,課,chapter,774,4,15,田 言 木,auto
31,24,k:娘,kanji,娘,daughter,725,8,10,女 艮,auto
31,25,k:承,kanji,承,acquiesce,795,6,8,手 二 ノ 亅,auto
31,26,k:乱,kanji,乱,riot,806,6,7,舌 乙,auto
31,27,k:超,kanji,超,transcend,716,8,12,口 走 刀,auto
31,28,k:雄,kanji,雄,masculine,686,8,12,厶 隹,auto
31,29,k:囲,kanji,囲,surround,827,5,7,囗 井,auto
32,0,k:獲,kanji,獲,get,656,8,16,犭 艹 隹 又,auto
32,1,k:到,kanji,到,arrival,1004,8,8,去 至 刂,auto
32,2,k:倒,kanji,倒,overthrow,737,8,10,亻 到,auto
32,3,k:背,kanji,背,back,797,6,9,月 北,override
32,4,k:茶,kanji,茶,tea,907,2,9,𠆢 艹 木,auto
32,5,k:救,kanji,救,salvation,802,5,11,永 攵,auto
32,6,k:般,kanji,般,carrier,740,8,10,舟 殳,auto
32,7,k:整,kanji,整,organize,803,3,16,中 政 木,auto
32,8,k:恐,kanji,恐,fear,742,8,10,工 几 心,override
32,9,k:詞,kanji,詞,part of speech,778,6,12,言 可,auto
32,10,k:否,kanji,否,negate,819,6,7,不 口,auto
32,11,k:織,kanji,織,weave,721,5,18,音 糸 戈,auto
32,12,k:功,kanji,功,achievement,846,4,5,力 工,auto
32,13,k:照,kanji,照,illuminate,812,4,13,昭 灬,auto
32,14,k:布,kanji,布,linen,857,5,5,一 巾 ノ,auto
32,15,k:街,kanji,街,boulevard,793,4,12,行 土,auto
32,16,k:探,kanji,探,grope,792,6,11,扌 冖 木 儿,auto
32,17,k:豊,kanji,豊,bountiful,796,5,13,日 亜 豆,auto
32,18,k:遊,kanji,遊,play,845,3,12,辶 子 方,override
32,19,k:弁,kanji,弁,valve,834,5,5,厶 廾,auto
32,20,k:標,kanji,標,signpost,805,4,15,木 票,auto
32,21,k:絵,kanji,絵,picture,869,2,12,会 糸,override
32,22,k:請,kanji,請,solicit,685,8,15,言 青,auto
32,23,k:飲,kanji,飲,drink,899,3,12,食 欠,auto
32,24,k:射,kanji,射,shoot,776,6,10,身 寸,auto
32,25,k:訪,kanji,訪,call on,800,6,11,方 言,auto
32,26,k:庭,kanji,庭,courtyard,871,3,10,廴 广 王,auto
32,27,k:群,kanji,群,flock,828,4,13,君 羊,auto
32,28,r:乃,radical,乃,scythe,,,2,,radical
32,29,k:秀,kanji,秀,excel,758,8,7,乃 禾,override
33,0,k:順,kanji,順,obey,840,4,12,川 頁,auto
33,1,k:暗,kanji,暗,darkness,885,3,13,音,auto
33,2,k:仲,kanji,仲,go-between,893,4,6,亻 中,auto
33,3,k:討,kanji,討,chastise,791,6,10,言 寸,auto
33,4,k:印,kanji,印,seal,895,4,6,｜ 卩,override
33,5,k:折,kanji,折,fold,888,4,7,扌 斤,auto
33,6,k:植,kanji,植,plant,872,3,12,相 十,auto
33,7,k:浦,kanji,浦,bay,749,8,10,氵 用,auto
33,8,k:逃,kanji,逃,escape,787,8,9,辶 冫 儿,auto
33,9,k:弱,kanji,弱,weak,942,2,10,弓 冫,auto
33,10,k:爆,kanji,爆,bomb,710,8,19,水 典 井 火,auto
33,11,k:巨,kanji,巨,gigantic,825,8,5,,auto
33,12,k:革,kanji,革,leather,843,6,9,,auto
33,13,k:舎,kanji,舎,cottage,842,5,8,𠆢 口 土,auto
33,14,k:養,kanji,養,foster,810,4,15,食 羊,auto
33,15,k:閣,kanji,閣,tower,780,6,14,門 口 夂,auto
33,16,k:禁,kanji,禁,prohibition,841,5,13,木 示,auto
33,17,k:績,kanji,績,exploits,809,5,17,素 貝,auto
33,18,k:房,kanji,房,tassel,782,8,8,方 戸,auto
33,19,k:険,kanji,険,precipitous,862,5,11,阝 𠆢 人 口,auto
33,20,k:障,kanji,障,hinder,788,6,14,阝 章,auto
33,21,k:婦,kanji,婦,lady,863,5,11,冖 女 巾 ヨ,auto
33,22,k:艦,kanji,艦,warship,683,8,21,監 舟,auto
33,23,k:底,kanji,底,bottom,910,4,8,广 氏,auto
33,24,k:伴,kanji,伴,consort,799,8,7,亻 半,auto
33,25,k:掛,kanji,掛,hang,767,8,11,扌 土 卜,auto
33,26,k:雲,kanji,雲,cloud,920,2,12,三 雨 厶,auto
33,27,k:宝,kanji,宝,treasure,874,6,8,宀 主,auto
33,28,k:翌,kanji,翌,the following,851,6,11,立 羽,auto
33,29,k:築,kanji,築,fabricate,832,5,16,木 工 竹 几,auto
34,0,k:油,kanji,油,oil,937,3,8,氵 由,auto
34,1,k:併,kanji,併,join,798,8,8,亻 並 廾,auto
34,2,k:牙,kanji,牙,tusk,1893,8,5,,auto
34,3,k:概,kanji,概,outline,751,8,14,根 牙,auto
34,4,k:券,kanji,券,ticket,880,6,8,人 天 刀,auto
34,5,k:副,kanji,副,vice-,896,4,11,田 口 刂,auto
34,6,k:如,kanji,如,likeness,816,8,6,女 口,auto
34,7,k:姉,kanji,姉,elder sister,990,2,8,市 女,auto
34,8,k:宙,kanji,宙,mid-air,881,6,8,宀 由,auto
34,9,k:況,kanji,況,condition,831,8,8,氵 兄,auto
34,10,k:講,kanji,講,lecture,829,5,17,計 冂,auto
34,11,k:略,kanji,略,abbreviation,878,5,11,田 口 夂,auto
34,12,k:亀,kanji,亀,tortoise,1243,8,11,,auto
34,13,k:縄,kanji,縄,straw rope,837,4,15,細 亀,auto
34,14,k:額,kanji,額,tablet,823,5,18,宀 員 頁 夂,auto
34,15,k:夢,kanji,夢,dream,864,5,13,罒 冖 艹 夕,auto
34,16,k:審,kanji,審,hearing,748,8,15,宀 番,auto
34,17,k:閉,kanji,閉,closed,860,6,11,門 才,auto
34,18,k:焼,kanji,焼,bake,894,4,12,十 火 儿,auto
34,19,k:康,kanji,康,ease,904,4,11,广 隶,auto
34,20,k:療,kanji,療,heal,766,8,17,疒 日 大 小,auto
34,21,k:雑,kanji,雑,miscellaneous,861,5,14,集 九,auto
34,22,k:密,kanji,密,secrecy,838,6,11,宀 山 必,auto
34,23,k:献,kanji,献,offering,772,8,13,南 犬,auto
34,24,k:似,kanji,似,becoming,921,5,7,亻 人,auto
34,25,k:冬,kanji,冬,winter,1029,2,5,丶 夂,auto
34,26,k:弾,kanji,弾,bullet,783,8,12,単 弓,auto
34,27,k:戻,kanji,戻,re-,853,8,7,大 戸,auto
34,28,k:頼,kanji,頼,trust,781,8,16,員 木 頁,auto
34,29,k:誌,kanji,誌,document,848,6,14,言 志,auto
35,0,k:押,kanji,押,push,847,8,8,扌 由,auto
35,1,k:即,kanji,即,instant,1080,8,7,艮 卩,auto
35,2,k:節,kanji,節,node,902,4,13,竹 即,auto
35,3,k:途,kanji,途,way,836,8,10,辶 本 介,auto
35,4,k:聖,kanji,聖,holy,833,6,13,口 王 耳,auto
35,5,k:拠,kanji,拠,foothold,824,8,8,扌 几 夂,auto
35,6,k:替,kanji,替,exchange,822,8,12,日 夫,auto
35,7,k:厚,kanji,厚,thick,917,5,9,厂 日 子,auto
35,8,k:帝,kanji,帝,sovereign,817,8,9,冖 市 立,auto
35,9,k:鬼,kanji,鬼,ghost,1162,8,10,,auto
35,10,k:仏,kanji,仏,Buddha,958,5,4,亻 厶,auto
35,11,k:危,kanji,危,dangerous,922,6,6,厂 勹 卩,auto
35,12,k:魔,kanji,魔,witch,722,8,21,麻 鬼,auto
35,13,k:複,kanji,複,duplicate,879,5,14,衤 日 夂,auto
35,14,k:倍,kanji,倍,double,952,3,10,亻 立 口,auto
35,15,k:刻,kanji,刻,engrave,908,6,8,人 刂,auto
35,16,k:脱,kanji,脱,undress,804,8,11,月 兄,auto
35,17,k:跡,kanji,跡,tracks,790,8,13,足 赤,auto
35,18,k:輸,kanji,輸,transport,866,5,16,月 今 車 刂,auto
35,19,k:梅,kanji,梅,plum,906,4,10,木 毎,auto
35,20,k:季,kanji,季,seasons,954,4,8,子 禾,auto
35,21,k:闘,kanji,闘,fight,754,8,18,門 豆 寸,auto
35,22,k:枚,kanji,枚,sheet of...,915,6,8,木 攵,auto
35,23,k:樹,kanji,樹,timber,821,6,16,村 土 豆,auto
35,24,r:滴,radical,啇,podium,,,11,,radical
35,25,k:冷,kanji,冷,chill,968,4,7,令 冫,auto
35,26,k:昇,kanji,昇,rise up,870,8,8,日 千 廾,auto
35,27,k:適,kanji,適,suitable,892,5,14,辶 向 啇,auto
35,28,k:垣,kanji,垣,hedge,1197,8,9,土 旦,auto
35,29,k:魚,kanji,魚,fish,1083,2,11,,auto
36,0,r:耒,radical,耒,plow,,,6,,radical
36,1,k:宣,kanji,宣,proclaim,884,6,9,宀 旦,auto
36,2,k:籍,kanji,籍,enroll,746,8,20,未 竹 垣 耒,auto
36,3,k:鮮,kanji,鮮,fresh,770,8,17,魚 羊,auto
36,4,k:裏,kanji,裏,amidst,883,6,13,里 衣,auto
36,5,k:仮,kanji,仮,sham,962,5,6,亻 反,auto
36,6,k:契,kanji,契,pledge,839,8,9,大 土 刀,auto
36,7,k:換,kanji,換,interchange,852,8,12,扌 大 冂 勹 儿,auto
36,8,k:妹,kanji,妹,younger sister,1045,2,8,女 未,auto
36,9,k:環,kanji,環,ring,813,8,17,罒 口 王 衣,auto
36,10,r:屮,radical,屮,sprout,,,3,,radical
36,11,k:希,kanji,希,hope,985,4,7,一 巾 ノ,auto
36,12,k:抗,kanji,抗,confront,865,8,7,扌 几,auto
36,13,k:毒,kanji,毒,poison,957,5,8,土 母,auto
36,14,k:湾,kanji,湾,gulf,855,8,12,氵 弓,auto
36,15,k:逆,kanji,逆,inverted,949,5,9,辶 屮,auto
36,16,k:練,kanji,練,practice,951,3,14,木 曲 細,auto
36,17,k:払,kanji,払,pay,914,8,5,扌 厶,auto
36,18,k:善,kanji,善,virtuous,909,6,12,口 羊,auto
36,19,k:拡,kanji,拡,broaden,943,6,8,扌 広,auto
36,20,k:致,kanji,致,doth,849,8,10,去 至 攵,auto
36,21,r:而,radical,而,rake,,,6,,radical
36,22,k:快,kanji,快,cheerful,974,5,7,忄 人 大 ユ,auto
36,23,k:端,kanji,端,edge,818,8,14,山 立 而,auto
36,24,k:礼,kanji,礼,salute,1032,3,5,,auto
36,25,k:熊,kanji,熊,bear,912,4,14,能 灬,auto
36,26,k:筆,kanji,筆,writing brush,978,3,12,竹 聿,override
36,27,k:針,kanji,針,needle,936,6,10,金 十,auto
36,28,k:砂,kanji,砂,sand,946,6,9,少 石,override
36,29,k:華,kanji,華,splendor,858,8,10,艹 一 ｜,auto
37,0,k:牧,kanji,牧,breed,966,4,8,牛 攵,auto
37,1,k:吹,kanji,吹,blow,916,8,7,口 欠,auto
37,2,k:困,kanji,困,quandary,967,6,7,囗 木,auto
37,3,k:奥,kanji,奥,interior,877,8,12,大 米 冂,auto
37,4,k:栄,kanji,栄,flourish,991,4,9,⺌ 冖 木,auto
37,5,k:沿,kanji,沿,run alongside,930,6,8,氵 口,auto
37,6,k:那,kanji,那,what?,889,8,7,刀 阝,auto
37,7,k:聴,kanji,聴,listen,811,8,17,罒 十 耳 心,auto
37,8,k:盛,kanji,盛,boom,913,6,11,成 皿,auto
37,9,k:批,kanji,批,criticism,976,6,7,扌 比,auto
37,10,k:混,kanji,混,mix,964,5,11,氵 日 比,override
37,11,k:恋,kanji,恋,romance,903,8,10,六 心,auto
37,12,k:骨,kanji,骨,skeleton,953,6,10,,auto
37,13,k:勤,kanji,勤,diligence,938,6,12,艹 三 加 土,auto
37,14,k:悲,kanji,悲,sad,1001,3,12,非 心,override
37,15,k:詩,kanji,詩,poem,963,3,13,言 寺,auto
37,16,k:鳴,kanji,鳴,chirp,1007,2,14,口 鳥,auto
37,17,k:杯,kanji,杯,wine glass,926,8,8,礻 木 万,auto
37,18,k:郷,kanji,郷,home village,924,6,11,艮 幺 阝,override
37,19,k:損,kanji,損,damage,959,5,13,扌 員,auto
37,20,k:泊,kanji,泊,overnight stay,1289,8,8,氵 白,auto
37,21,k:激,kanji,激,violent,886,6,16,放 泊,auto
37,22,k:埼,kanji,埼,cape,947,4,11,大 土 亜,auto
37,23,k:普,kanji,普,universal,901,8,12,日 並,auto
37,24,k:怪,kanji,怪,suspicious,905,8,8,忄 土 又,auto
37,25,k:迎,kanji,迎,welcome,945,8,7,辶 卩,auto
37,26,k:願,kanji,願,petition,941,4,19,原 頁,auto
37,27,k:伸,kanji,伸,extend,950,8,7,亻 由,override
37,28,k:韓,kanji,韓,Korea,814,8,18,日 古 韋,auto
37,29,k:税,kanji,税,tax,983,5,12,和 儿,auto
38,0,k:釈,kanji,釈,explanation,897,8,11,尸 釆,auto
38,1,k:描,kanji,描,sketch,900,8,11,扌 艹 田,auto
38,2,k:症,kanji,症,symptoms,911,8,10,疒 正,auto
38,3,k:敵,kanji,敵,enemy,925,6,15,故 啇,auto
38,4,k:岐,kanji,岐,branch off,1030,4,7,山 支,auto
38,5,k:巡,kanji,巡,patrol,948,8,6,辶 巛,auto
38,6,k:敷,kanji,敷,spread,876,8,15,田 放 十,auto
38,7,k:邦,kanji,邦,home country,940,8,7,,auto
38,8,k:祖,kanji,祖,ancestor,1027,5,9,礻 且,auto
38,9,k:殿,kanji,殿,Mr.,927,8,13,尸 共 殳,auto
38,10,k:携,kanji,携,portable,898,8,13,扌 乃 隹,auto
38,11,k:漢,kanji,漢,Sino-,1069,3,13,氵 艹 口 天,auto
38,12,k:偽,kanji,偽,falsehood,918,8,11,亻 為,auto
38,13,k:寝,kanji,寝,lie down,932,8,13,冖 宀 爿 ヨ 又,auto
38,14,k:幼,kanji,幼,infancy,1047,6,5,力 幺,auto
38,15,k:瀬,kanji,瀬,rapids,856,8,19,氵 頼,auto
38,16,k:扱,kanji,扱,thresh,961,8,6,扌 及,auto
38,17,k:壊,kanji,壊,demolition,882,8,16,罒 十 土 衣,auto
38,18,k:締,kanji,締,tighten,891,8,15,帝 糸,auto
38,19,k:騎,kanji,騎,equestrian,867,8,18,馬 奇,auto
38,20,k:屯,kanji,屯,barracks,1827,8,4,,auto
38,21,k:憲,kanji,憲,constitution,935,6,16,罒 宀 土 心,auto
38,22,k:純,kanji,純,genuine,1013,6,10,糸 屯,auto
38,23,k:貨,kanji,貨,freight,1046,4,11,亻 貝,auto
38,24,k:避,kanji,避,evade,887,8,16,辶 居 辛,auto
38,25,k:己,kanji,己,self (2),1043,6,3,已,auto
38,26,k:律,kanji,律,rhythm,1025,6,9,彳 聿,auto
38,27,k:窓,kanji,窓,window,1011,6,11,穴 厶 心,override
38,28,k:吸,kanji,吸,suck,1052,6,6,史 及,auto
38,29,k:恵,kanji,恵,favor,970,8,10,一 思,auto
39,0,k:掲,kanji,掲,put up,933,8,11,指 勹,auto
39,1,k:浅,kanji,浅,shallow,1071,4,9,氵 戈,auto
39,2,k:執,kanji,執,tenacious,939,8,11,土 幸 丸,auto
39,3,k:塚,kanji,塚,hillock (2),934,8,12,冖 土 豕,auto
39,4,k:胸,kanji,胸,bosom,1031,6,10,月 凵 勹,auto
39,5,k:盗,kanji,盗,steal,975,8,11,次 皿,auto
39,6,k:遣,kanji,遣,dispatch,929,8,13,辶 亜,auto
39,7,k:包,kanji,包,wrap,1148,4,5,勹 已,override
39,8,k:抱,kanji,抱,embrace,1000,8,8,扌 包,override
39,9,k:遅,kanji,遅,slow,969,8,12,辶 尸 羊,auto
39,10,k:俳,kanji,俳,haiku,1006,6,10,亻 非,auto
39,11,k:湖,kanji,湖,lake,1082,3,12,氵 月 古,auto
39,12,k:操,kanji,操,maneuver,992,6,16,扌 木 品,auto
39,13,k:荷,kanji,荷,baggage,1101,3,10,艹 何,auto
39,14,k:奏,kanji,奏,play music,1021,6,9,人 天 禾,auto
39,15,k:益,kanji,益,benefit,1034,5,10,丷 一 ハ 皿,auto
39,16,k:飯,kanji,飯,meal,1100,4,12,反 食,auto
39,17,k:浮,kanji,浮,floating,997,8,10,氵 子 爪,auto
39,18,k:潟,kanji,潟,lagoon,1019,4,15,氵 臼 勹 灬,auto
39,19,k:層,kanji,層,stratum,1018,6,14,尸 日 田,auto
39,20,k:秘,kanji,秘,secret,1020,6,10,必 禾,auto
39,21,k:刺,kanji,刺,thorn,1017,8,8,木 巾 刂,auto
39,22,k:盤,kanji,盤,tray,931,8,15,般 皿,auto
39,23,k:湯,kanji,湯,hot water,1096,3,12,氵 旦 勿,auto
39,24,k:仙,kanji,仙,hermit,1014,8,5,亻 山,auto
39,25,k:往,kanji,往,journey,1060,5,8,彳 主,auto
39,26,k:郵,kanji,郵,mail,1049,6,11,万 阝,auto
39,27,k:荒,kanji,荒,laid waste,1016,8,9,艹 川 亡,auto
39,28,k:緒,kanji,緒,thong,977,8,14,者 糸,auto
39,29,k:欧,kanji,欧,Europe,1026,8,8,区 欠,auto
40,0,k:床,kanji,床,bed,1035,8,7,广 木,auto
40,1,k:触,kanji,触,contact,989,8,13,角 虫,auto
40,2,k:晴,kanji,晴,clear up,1131,2,12,日 青,auto
40,3,k:童,kanji,童,juvenile,1113,3,12,立 里,auto
40,4,k:迷,kanji,迷,astray,1098,5,9,辶 米,auto
40,5,k:勇,kanji,勇,courage,1120,4,9,男 マ,auto
40,6,k:隠,kanji,隠,hide,960,8,14,阝 当 必,auto
40,7,k:招,kanji,招,beckon,1110,5,8,扌 口 刀,auto
