level,pos,id,type,char,name,freq,grade,strokes,parts,source
40,8,k:誤,kanji,誤,mistake,1042,6,14,言 口,auto
40,9,k:謝,kanji,謝,apologize,1008,5,17,言 射,auto
40,10,k:幅,kanji,幅,hanging scroll,1012,8,12,田 口 巾,auto
40,11,k:納,kanji,納,settlement,1048,6,10,内 糸,auto
40,12,k:泣,kanji,泣,cry,1135,4,8,氵 立,auto
40,13,k:届,kanji,届,deliver,1097,6,8,尸 由,auto
40,14,k:枝,kanji,枝,branch,1117,5,8,木 支,override
40,15,k:崩,kanji,崩,crumble,994,8,11,月 山,auto
40,16,k:既,kanji,既,previously,1002,8,10,牙 艮,auto
40,17,k:竜,kanji,竜,dragon,1003,8,10,,auto
40,18,k:腹,kanji,腹,abdomen,1065,6,13,日 有 夂,auto
40,19,k:滅,kanji,滅,destroy,986,8,13,氵 成 火,auto
40,20,k:躍,kanji,躍,leap,923,8,21,足 ヨ 隹,auto
40,21,k:銃,kanji,銃,gun,979,8,14,金 充,auto
40,22,k:奪,kanji,奪,rob,980,8,14,大 隹 寸,auto
40,23,k:忘,kanji,忘,forget,1116,6,7,亡 心,auto
40,24,k:燃,kanji,燃,burn,1064,5,16,火 然,auto
40,25,k:緊,kanji,緊,tense,972,8,15,臣 糸 又,auto
40,26,k:微,kanji,微,delicate,1151,8,13,彳 山 攵,auto
40,27,k:徴,kanji,徴,indications,981,8,14,王 微,auto
40,28,k:撮,kanji,撮,snapshot,973,8,15,扌 日 取,auto
40,29,r:彑,radical,彑,snout,,,3,,radical
41,0,k:互,kanji,互,mutually,1093,8,4,一 彑,auto
41,1,k:厳,kanji,厳,stern,1009,6,17,⺌ 厂 耳 攵,auto
41,2,k:昔,kanji,昔,once upon a time,1171,3,8,三 曲,auto
41,3,k:依,kanji,依,reliant,1066,8,8,亻 衣,auto
41,4,k:摘,kanji,摘,pluck,988,8,14,扌 向 啇,override
41,5,k:痛,kanji,痛,pain,1084,6,12,疒 用 マ,auto
41,6,k:塁,kanji,塁,bases,1005,8,12,田 土 冫,auto
41,7,k:紅,kanji,紅,crimson,1109,6,9,工 糸,auto
41,8,k:寒,kanji,寒,cold,1176,3,12,宀 井,auto
41,9,k:漫,kanji,漫,cartoon,995,8,14,氵 罒 日 又,auto
41,10,k:砲,kanji,砲,cannon,1028,8,10,石 包,auto
41,11,k:揮,kanji,揮,brandish,1067,6,12,扌 軍,auto
41,12,k:索,kanji,索,cord,1033,8,10,冖 十 糸,auto
41,13,k:鈴,kanji,鈴,small bell,1010,8,13,金 令,auto
41,14,k:募,kanji,募,recruit,1051,8,12,力 暮,auto
41,15,k:戒,kanji,戒,commandment,1063,8,7,戈 廾,auto
41,16,k:均,kanji,均,level,1164,5,7,土 冫 勹,auto
41,17,k:借,kanji,借,borrow,1191,4,10,亻 日 廾,auto
41,18,k:孫,kanji,孫,grandchild,1161,4,10,子 系,auto
41,19,k:箱,kanji,箱,box,1141,3,15,相 竹,auto
41,20,k:隣,kanji,隣,neighboring,993,8,16,阝 米 舛,auto
41,21,k:柄,kanji,柄,design,1056,8,9,本 内,auto
41,22,k:臨,kanji,臨,look to,1036,6,18,品 右 臣,auto
41,23,k:免,kanji,免,excuse,1068,8,8,,auto
41,24,k:煙,kanji,煙,smoke,1058,8,13,西 火 土,auto
41,25,k:紹,kanji,紹,introduce,1074,8,11,口 刀 糸,auto
41,26,k:桜,kanji,桜,cherry,1124,5,10,⺌ 女 木,auto
41,27,k:灯,kanji,灯,lamp,1207,4,6,火 了,auto
41,28,k:縁,kanji,縁,affinity,1015,8,15,糸 豕 ヨ,auto
41,29,k:兼,kanji,兼,concurrently,1059,8,10,丷 一 ヨ ｜ ハ,auto
42,0,k:杉,kanji,杉,cedar,1085,8,7,木 彡,auto
42,1,k:陣,kanji,陣,camp,1061,8,10,阝 車,override
42,2,k:儀,kanji,儀,case,1023,8,15,亻 義,auto
42,3,k:昼,kanji,昼,daytime,1263,2,9,尸 旦,auto
42,4,k:妙,kanji,妙,exquisite,1091,8,7,女 少,auto
42,5,k:晩,kanji,晩,nightfall,1133,6,12,免 旬,auto
42,6,k:隆,kanji,隆,hump,1062,8,11,阝 生 夂,auto
42,7,k:覇,kanji,覇,hegemony,999,8,19,月 西 革,auto
42,8,k:哲,kanji,哲,philosophy,1073,8,10,扌 口 斤,auto
42,9,k:駆,kanji,駆,drive,1041,8,14,馬 区,auto
42,10,k:乳,kanji,乳,milk,1170,6,8,子 乙 爪,auto
42,11,k:絡,kanji,絡,entwine,1088,8,12,口 終,auto
42,12,k:拝,kanji,拝,worship,1172,6,8,扌 干,auto
42,13,k:姫,kanji,姫,princess,1078,8,10,女 臣,auto
42,14,k:棄,kanji,棄,abandon,1054,8,13,本 凵 厶,auto
42,15,k:氷,kanji,氷,ice,1258,3,5,水 丶,override
42,16,k:賛,kanji,賛,approve,1139,5,15,夫 貝,auto
42,17,k:奴,kanji,奴,guy,1128,8,5,女 又,auto
42,18,k:筋,kanji,筋,muscle,1123,6,12,月 力 竹,auto
42,19,k:踏,kanji,踏,step,1050,8,15,日 水 足,auto
42,20,k:仰,kanji,仰,face-up,1125,8,6,亻 卩,auto
42,21,k:衝,kanji,衝,collide,1053,8,15,行 里 昨,auto
42,22,k:剤,kanji,剤,dose,1094,8,10,斉 刂,auto
42,23,k:襲,kanji,襲,advance on,998,8,22,月 立 衣,auto
42,24,k:迫,kanji,迫,urge,1112,8,8,辶 白,auto
42,25,k:腕,kanji,腕,arm,1111,8,12,宀 月 夕 卩,auto
42,26,k:詳,kanji,詳,detailed,1076,8,13,言 羊,auto
42,27,k:脳,kanji,脳,brain,1173,6,11,⺌ 月 凵,auto
42,28,k:祝,kanji,祝,celebrate,1230,4,9,礻 兄,auto
42,29,k:稲,kanji,稲,rice plant,1072,8,14,曲 爪 禾,auto
43,0,k:酸,kanji,酸,acid,1142,5,14,酉 厶 夂 儿,auto
43,1,k:附,kanji,附,affixed,1122,8,8,阝 付,auto
43,2,k:旗,kanji,旗,banner,1166,4,14,方 甘,override
43,3,k:歯,kanji,歯,tooth,1234,3,12,,auto
43,4,k:露,kanji,露,dew,1022,8,21,路 雨,auto
43,5,r:奄,radical,奄,smother,,,8,,radical
43,6,k:俺,kanji,俺,myself,1092,8,10,亻 奄,auto
43,7,k:緑,kanji,緑,green,1221,3,14,糸 隶,auto
43,8,k:唯,kanji,唯,solely,1107,8,11,口 隹,auto
43,9,k:範,kanji,範,pattern,1075,8,15,車 竹 乙 卩,auto
43,10,k:壁,kanji,壁,wall,1099,8,16,土 居 辛,auto
43,11,k:柳,kanji,柳,willow,1126,8,9,木 卩,auto
43,12,k:駐,kanji,駐,stop-over,1108,8,15,主 馬,auto
43,13,k:霊,kanji,霊,spirits,1079,8,15,三 雨,auto
43,14,k:侵,kanji,侵,encroach,1129,8,9,亻 冖 ヨ 又,auto
43,15,k:誕,kanji,誕,nativity,1132,6,15,廴 言 止,auto
43,16,k:堀,kanji,堀,ditch,1118,8,11,尸 出 土,auto
43,17,k:撲,kanji,撲,slap,1086,8,15,扌 人 美,auto
43,18,k:撤,kanji,撤,remove,1087,8,15,扌 育 攵,auto
43,19,k:繰,kanji,繰,winding,1055,8,19,木 品 糸,auto
43,20,k:菊,kanji,菊,chrysanthemum,1119,8,11,艹 米 勹,auto
43,21,k:塩,kanji,塩,salt,1224,4,13,告 皿,auto
43,22,k:尊,kanji,尊,revered,1194,6,12,酉 寸,auto
43,23,k:怒,kanji,怒,angry,1169,8,9,奴 心,auto
43,24,k:叫,kanji,叫,shout,1270,8,6,中 十,auto
43,25,k:阜,kanji,阜,hillock,1219,4,8,阝 叫,override
43,26,k:欲,kanji,欲,longing,1206,6,11,谷 欠,auto
43,27,k:畑,kanji,畑,farm,1282,3,9,田 火,auto
43,28,k:豪,kanji,豪,overpowering,1102,8,14,冖 口 豕,auto
43,29,r:尢,radical,尢,limp,,,3,,radical
44,0,k:沈,kanji,沈,be submerged,1189,8,7,氵 冖 尢,auto
44,1,k:誘,kanji,誘,entice,1103,8,14,言 秀,auto
44,2,k:坊,kanji,坊,boy,1190,8,7,方 土,auto
44,3,k:訓,kanji,訓,instruction,1257,4,10,川 言,auto
44,4,k:驚,kanji,驚,wonder,1044,8,22,馬 敬 夂,auto
44,5,k:雇,kanji,雇,employ,1156,8,12,戸 隹,auto
44,6,r:鬲,radical,鬲,cauldron,,,10,,radical
44,7,k:融,kanji,融,dissolve,1095,8,16,向 虫 鬲,auto
44,8,k:剣,kanji,剣,sabre,1144,8,10,𠆢 人 口 刂,auto
44,9,k:患,kanji,患,afflicted,1137,8,11,中 心,auto
44,10,k:袋,kanji,袋,sack,1168,8,11,依 弋,auto
44,11,r:髟,radical,髟,mane,,,10,,radical
44,12,k:炎,kanji,炎,blaze,1163,8,8,火,override
44,13,k:髪,kanji,髪,hair,1145,8,14,髟 夂,override
44,14,k:努,kanji,努,toil,1295,4,7,力 奴,auto
44,15,k:眠,kanji,眠,sleep,1181,8,10,目 民,auto
44,16,k:核,kanji,核,nucleus,1153,8,10,人 木,auto
44,17,k:漁,kanji,漁,fishing,1241,4,14,氵 魚,auto
44,18,k:猛,kanji,猛,fierce,1146,8,11,犭 子 皿,auto
44,19,k:藩,kanji,藩,enclosure,1090,8,18,氵 艹 番,auto
44,20,k:没,kanji,没,sink,1180,8,7,氵 殳,override
44,21,k:俊,kanji,俊,sagacious,1165,8,9,亻 厶 夂 儿,auto
44,22,k:看,kanji,看,watch over,1245,6,9,手 目 三,auto
44,23,k:誠,kanji,誠,sincerity,1184,6,13,成 言,auto
44,24,k:維,kanji,維,fiber,1127,8,14,糸 隹,auto
44,25,k:嫌,kanji,嫌,dislike,1136,8,13,女 ヨ,auto
44,26,k:梨,kanji,梨,pear tree,1242,4,11,木 利,auto
44,27,k:択,kanji,択,select,1186,8,7,扌 尸,auto
44,28,k:訃,kanji,訃,obituary,1150,8,9,言 卜,auto
44,29,k:還,kanji,還,send back,1114,8,16,辶 罒 口 衣,auto
45,0,k:渉,kanji,渉,ford,1155,8,11,氵 歩,auto
45,1,k:頂,kanji,頂,place on the head,1236,6,11,具 頁,auto
45,2,k:丈,kanji,丈,length,1223,8,3,一 丶 ノ,auto
45,3,k:丹,kanji,丹,rust-colored,1216,8,4,才 丶,auto
45,4,k:搭,kanji,搭,board (2),1152,8,12,扌 艹 合,auto
45,5,k:茨,kanji,茨,briar,1247,4,9,艹 次,auto
45,6,k:齢,kanji,齢,age,1143,8,17,令 歯,override
45,7,k:詰,kanji,詰,packed,1178,8,13,言 吉,auto
45,8,k:液,kanji,液,fluid,1267,5,11,氵 夜 攵,auto
45,9,k:薄,kanji,薄,dilute,1158,8,16,氵 艹 博,auto
45,10,k:枠,kanji,枠,frame,1195,8,8,木 十 九,auto
45,11,k:鏡,kanji,鏡,mirror,1199,4,19,金 音 儿,auto
45,12,k:沼,kanji,沼,marsh,1201,8,8,氵 口 刀,auto
45,13,k:洗,kanji,洗,wash,1304,6,9,氵 先,auto
45,14,k:兆,kanji,兆,portent,1340,4,6,冫 儿,auto
45,15,k:泳,kanji,泳,swim,1344,3,8,氵 永,auto
45,16,k:烈,kanji,烈,ardent,1188,8,10,列 灬,auto
45,17,k:縮,kanji,縮,shrink,1182,6,17,宿 糸,auto
45,18,k:冠,kanji,冠,crown,1198,8,9,冖 元 寸,override
45,19,k:濃,kanji,濃,concentrated,1174,8,16,氵 農,auto
45,20,k:鶴,kanji,鶴,crane,1104,8,21,冖 宀 鳥 隹,auto
45,21,k:封,kanji,封,closing,1232,8,9,土 寸,auto
45,22,k:削,kanji,削,plane,1203,8,9,⺌ 月 刂,auto
45,23,k:鼻,kanji,鼻,nose,1303,3,14,,auto
45,24,k:涙,kanji,涙,tears,1226,8,10,氵 戻,auto
45,25,k:駒,kanji,駒,pony,1157,8,15,馬 句,auto
45,26,k:伏,kanji,伏,prostrated,1231,8,6,亻 犬,auto
45,27,k:慶,kanji,慶,jubilation,1159,8,15,冖 応 夂,auto
45,28,k:捨,kanji,捨,discard,1271,6,11,扌 舎,auto
45,29,k:裕,kanji,裕,abundant,1183,8,12,衤 谷,auto
46,0,k:傾,kanji,傾,lean,1208,8,13,亻 頃,auto
46,1,k:誉,kanji,誉,reputation,1179,8,13,⺌ 言,auto
46,2,k:舗,kanji,舗,pave,1167,8,15,用 十 舎,override
46,3,k:簡,kanji,簡,simplicity,1225,6,18,門 日 竹,auto
46,4,k:浴,kanji,浴,bathe,1330,4,10,氵 谷,auto
46,5,k:飾,kanji,飾,decorate,1187,8,13,食 布,auto
46,6,k:腰,kanji,腰,loins,1218,8,13,月 要,auto
46,7,k:譲,kanji,譲,defer,1134,8,20,言 六 衣,auto
46,8,k:寿,kanji,寿,longevity,1239,8,7,三 寸,auto
46,9,k:肩,kanji,肩,shoulder,1262,8,8,月 戸,auto
46,10,k:菜,kanji,菜,vegetable,1358,4,11,艹 木 爪,auto
46,11,k:渋,kanji,渋,astringent,1209,8,11,氵 止 冫,auto
46,12,k:殊,kanji,殊,particularly,1222,8,10,株 歹,auto
46,13,k:陰,kanji,陰,shade,1217,8,11,阝 会,auto
46,14,k:遂,kanji,遂,consummate,1210,8,12,辶 豕,auto
46,15,k:圏,kanji,圏,range,1211,8,12,囗 人 巻,override
46,16,k:威,kanji,威,intimidate,1237,8,9,厂 女 成,auto
46,17,k:浪,kanji,浪,wandering,1229,8,10,氵 艮,auto
46,18,k:距,kanji,距,long-distance,1214,8,12,足 巨,auto
46,19,k:析,kanji,析,chop,1248,8,8,木 斤,auto
46,20,k:銭,kanji,銭,coin,1250,6,14,金 戈,auto
46,21,k:黙,kanji,黙,silence,1192,8,15,黒 犬,auto
46,22,k:輝,kanji,輝,radiance,1193,8,15,軍 光,auto
46,23,k:柱,kanji,柱,pillar,1383,3,9,主 木,auto
46,24,k:炭,kanji,炭,charcoal,1387,3,9,厂 山 火,auto
46,25,k:騒,kanji,騒,boisterous,1175,8,18,馬 虫 又,auto
46,26,k:抑,kanji,抑,repress,1266,8,7,扌 卩,auto
46,27,k:潮,kanji,潮,tide,1253,6,15,氵 朝,auto
46,28,k:奉,kanji,奉,observance,1260,8,8,人 天,auto
46,29,k:銅,kanji,銅,copper,1315,5,14,同 金,auto
47,0,k:岳,kanji,岳,peak,1264,8,8,山 丘,auto
47,1,k:較,kanji,較,contrast,1256,8,13,車 交,auto
47,2,k:慮,kanji,慮,prudence,1212,8,15,思 虍,override
47,3,k:稿,kanji,稿,draft,1213,8,15,高 禾,auto
47,4,k:序,kanji,序,preface,1348,5,7,广 子 予,auto
47,5,k:狂,kanji,狂,lunatic,1279,8,7,犭 王,auto
47,6,k:診,kanji,診,checkup,1240,8,12,𠆢 言 彡,auto
47,7,k:埋,kanji,埋,bury,1288,8,10,土 里,auto
47,8,k:弥,kanji,弥,all the more,1274,8,8,少 弓,auto
47,9,k:怖,kanji,怖,dreadful,1305,8,8,忄 布,auto
47,10,k:斎,kanji,斎,purification,1252,8,11,示 斉,auto
47,11,k:購,kanji,購,subscription,1205,8,17,直 貝 冂,auto
47,12,k:墓,kanji,墓,grave,1309,5,13,土 暮,auto
47,13,k:帳,kanji,帳,notebook,1368,3,11,長 巾,auto
47,14,k:潜,kanji,潜,submerge,1227,8,15,氵 替,auto
47,15,k:械,kanji,械,contraption,1384,4,11,木 戒,auto
47,16,k:貫,kanji,貫,pierce,1265,8,11,母 貝,auto
47,17,k:姓,kanji,姓,surname,1322,8,8,生 女,auto
47,18,k:懸,kanji,懸,state of suspension,1196,8,20,目 系 心,auto
47,19,k:汚,kanji,汚,dirty,1338,8,6,氵 三 勹,auto
47,20,k:忍,kanji,忍,endure,1301,8,7,刀 心,auto
47,21,k:挑,kanji,挑,challenge,1286,8,9,扌 冫 儿,auto
47,22,k:貸,kanji,貸,lend,1393,5,12,亻 貝 弋,auto
47,23,k:咲,kanji,咲,blossom,1319,8,9,人 口 天,auto
47,24,k:呂,kanji,呂,backbone,1307,8,7,口 ノ,auto
47,25,k:拒,kanji,拒,repel,1299,8,8,扌 巨,auto
47,26,k:繁,kanji,繁,luxuriant,1238,8,16,毎 糸 攵,auto
47,27,k:呉,kanji,呉,give,1312,8,7,口 ハ,override
47,28,k:彩,kanji,彩,coloring,1281,8,11,杉 爪,auto
47,29,k:徹,kanji,徹,penetrate,1249,8,15,彳 育 攵,auto
48,0,k:貧,kanji,貧,poverty,1382,5,11,分 貝,auto
48,1,k:償,kanji,償,reparation,1235,8,17,亻 賞,auto
48,2,k:棒,kanji,棒,pole,1356,6,12,木 奉,override
48,3,k:臓,kanji,臓,entrails,1300,6,19,月 蔵,auto
48,4,k:勧,kanji,勧,persuade,1269,8,13,力 矢 隹,auto
48,5,k:尽,kanji,尽,exhaust,1327,8,6,尸 丶,auto
48,6,k:掘,kanji,掘,dig,1318,8,11,扌 尸 出,auto
48,7,k:排,kanji,排,repudiate,1290,8,11,扌 非,auto
48,8,k:寛,kanji,寛,tolerant,1275,8,13,宀 艹 見,auto
48,9,k:葬,kanji,葬,interment,1285,8,12,艹 夕 匕 廾,auto
48,10,k:爵,kanji,爵,baron,1246,8,17,罒 爪 艮 寸,auto
48,11,k:緯,kanji,緯,horizontal,1254,8,16,糸 韋,auto
48,12,k:雅,kanji,雅,gracious,1278,8,13,牙 隹,auto
48,13,k:握,kanji,握,grip,1287,8,12,扌 屋,auto
48,14,k:添,kanji,添,annexed,1297,8,11,氵 天 必,auto
48,15,k:綱,kanji,綱,hawser,1273,8,14,岡 糸,auto
48,16,k:柔,kanji,柔,tender,1345,8,9,木 矛,auto
48,17,k:栃,kanji,栃,horse chestnut,1385,4,9,厂 析,auto
48,18,k:猫,kanji,猫,cat,1329,8,11,犭 艹 田,auto
48,19,k:僧,kanji,僧,Buddhist priest,1284,8,13,亻 日 田,auto
48,20,k:摩,kanji,摩,chafe,1268,8,15,手 麻,auto
48,21,k:棟,kanji,棟,ridgepole,1292,8,12,果 旦,auto
48,22,k:俗,kanji,俗,vulgar,1317,8,9,亻 谷,auto
48,23,k:僚,kanji,僚,colleague,1277,8,14,亻 日 大 小,auto
48,24,k:塔,kanji,塔,pagoda,1323,8,12,艹 合 土,auto
48,25,k:尚,kanji,尚,esteem,1326,8,8,,auto
48,26,k:軒,kanji,軒,flats,1343,8,10,車 干,auto
48,27,k:泰,kanji,泰,peaceful,1314,8,10,水 奉,auto
48,28,k:鎖,kanji,鎖,chain,1251,8,18,⺌ 金 貝,auto
48,29,k:滋,kanji,滋,nourishing,1390,4,12,氵 幺,auto
49,0,k:控,kanji,控,withdraw,1311,8,11,扌 空,auto
49,1,k:粉,kanji,粉,flour,1419,5,10,分 米,auto
49,2,k:翻,kanji,翻,flip,1255,8,18,番 羽,auto
49,3,k:架,kanji,架,erect,1328,8,9,加 木,auto
49,4,k:託,kanji,託,consign,1320,8,10,言 乙,auto
49,5,k:趣,kanji,趣,purport,1280,8,15,取 走,auto
49,6,k:傍,kanji,傍,bystander,1306,8,12,冖 方 位,auto
49,7,k:墜,kanji,墜,crash,1283,8,15,阝 土 豕,auto
49,8,k:邸,kanji,邸,residence,1339,8,8,氏 阝,auto
49,9,k:拘,kanji,拘,arrest,1342,8,8,扌 句,auto
49,10,k:琴,kanji,琴,harp,1310,8,12,今 王,auto
49,11,k:雷,kanji,雷,thunder,1302,8,13,田 雨,auto
49,12,k:刷,kanji,刷,printing,1465,4,8,尸 巾 刂,auto
49,13,k:狭,kanji,狭,cramped,1367,8,9,犭 夫,auto
49,14,k:肺,kanji,肺,lungs,1388,6,9,月 市,auto
49,15,k:縦,kanji,縦,vertical,1335,6,16,従 糸,auto
49,16,k:噴,kanji,噴,erupt,1294,8,15,艹 員 十,auto
49,17,k:拓,kanji,拓,clear (the land),1351,8,8,扌 石,auto
49,18,k:閲,kanji,閲,review,1296,8,15,門 兄,auto
49,19,k:滞,kanji,滞,stagnate,1313,8,13,氵 冖 巾,auto
49,20,k:尋,kanji,尋,inquire,1324,8,12,口 工 ヨ 寸,auto
49,21,k:虚,kanji,虚,void,1333,8,11,上 虍,auto
49,22,k:珍,kanji,珍,rare,1381,8,9,𠆢 王 彡,auto
49,23,k:滑,kanji,滑,slippery,1321,8,13,氵 骨,auto
49,24,k:貞,kanji,貞,upright,1355,8,9,貝 卜,auto
49,25,k:卓,kanji,卓,eminent,1364,8,8,早 卜,override
49,26,k:朗,kanji,朗,melodious,1398,6,10,月 艮,auto
49,27,k:偵,kanji,偵,spy,1347,8,11,亻 貝 卜,auto
49,28,k:耐,kanji,耐,enduring,1363,8,9,而 寸,auto
49,29,k:債,kanji,債,bond,1332,8,13,亻 責,auto
50,0,k:敏,kanji,敏,cleverness,1357,8,10,毎 攵,auto
50,1,k:飼,kanji,飼,domesticate,1404,5,13,𠆢 口 食 艮,auto
50,2,k:胞,kanji,胞,placenta,1369,8,9,月 包,auto
50,3,k:賃,kanji,賃,fare,1417,6,13,亻 王 貝,auto
50,4,k:凡,kanji,凡,mediocre,1420,8,3,几 丶,override
50,5,k:暑,kanji,暑,sultry,1518,3,12,耂 日,auto
50,6,k:翼,kanji,翼,wing,1308,8,17,田 共 井 羽,auto
50,7,k:顧,kanji,顧,look back,1276,8,21,雇 頁,auto
50,8,k:勉,kanji,勉,exertion,1536,3,10,力 免,auto
50,9,k:亭,kanji,亭,pavilion,1375,8,9,冖 口,auto
50,10,k:慣,kanji,慣,accustomed,1435,5,14,忄 貫,auto
50,11,k:廷,kanji,廷,courts,1392,8,7,廴 士 王,auto
50,12,k:裂,kanji,裂,split,1353,8,12,列 衣,auto
50,13,k:暫,kanji,暫,temporarily,1331,8,15,日 車 斤,auto
50,14,k:慎,kanji,慎,humility,1349,8,13,忄 真,auto
50,15,k:汽,kanji,汽,vapor (2),1527,2,7,氵 气,auto
50,16,k:眺,kanji,眺,stare,1365,8,11,目 兆,auto
50,17,k:罰,kanji,罰,penalty,1341,8,14,罒 言 刂,auto
50,18,k:該,kanji,該,above-stated,1352,8,13,人 言,auto
50,19,k:彰,kanji,彰,patent,1346,8,14,章 彡,auto
50,20,k:悟,kanji,悟,enlightenment,1379,8,10,忄 口 五,auto
50,21,k:踊,kanji,踊,jump,1377,8,14,用 足 マ,auto
50,22,k:瞬,kanji,瞬,wink,1316,8,18,冖 目 牛 爪 舛,auto
50,23,k:憶,kanji,憶,recollection,1334,8,16,忄 意,auto
50,24,k:紫,kanji,紫,purple,1366,8,12,止 糸 匕,auto
50,25,k:網,kanji,網,netting,1350,8,14,亡 糸 冂,auto
50,26,k:訟,kanji,訟,sue,1374,8,11,言 公,auto
50,27,k:召,kanji,召,seduce,1453,8,5,口 刀,auto
50,28,k:屈,kanji,屈,yield,1401,8,8,尸 出,auto
50,29,k:脈,kanji,脈,vein,1455,5,10,厂 月 斤,auto
51,0,k:預,kanji,預,deposit,1441,6,13,頂 マ 欠,auto
51,1,k:幻,kanji,幻,phantasm,1434,8,4,幺,auto
51,2,k:芳,kanji,芳,perfume,1410,8,7,艹 方,auto
51,3,k:灰,kanji,灰,ashes,1501,6,6,厂 火,auto
51,4,k:征,kanji,征,subjugate,1406,8,8,彳 正,auto
51,5,k:狙,kanji,狙,aim at,1386,8,8,犭 目,auto
51,6,k:抵,kanji,抵,resist,1407,8,8,扌 氏,auto
51,7,k:脇,kanji,脇,armpit,1371,8,10,月 力,auto
51,8,k:魂,kanji,魂,soul,1361,8,14,二 鬼,auto
51,9,k:賢,kanji,賢,intelligent,1376,8,16,臣 貝 又,auto
51,10,k:鑑,kanji,鑑,specimen,1291,8,23,金 監,auto
51,11,k:尻,kanji,尻,buttocks,1416,8,5,尸 九,auto
51,12,k:峰,kanji,峰,summit,1396,8,10,山 夂,auto
51,13,k:揚,kanji,揚,hoist,1380,8,12,扌 旦 勿,override
51,14,k:搬,kanji,搬,conveyor,1373,8,13,扌 般,auto
51,15,k:羅,kanji,羅,gauze,1325,8,19,罒 維,auto
51,16,k:促,kanji,促,stimulate,1408,8,9,亻 足,auto
51,17,k:沙,kanji,沙,grit,1424,8,7,氵 少,override
51,18,k:唐,kanji,唐,T'ang,1402,8,10,广 亜 ヨ,auto
51,19,k:獣,kanji,獣,beast,1354,8,16,⺌ 田 犬,override
51,20,k:輩,kanji,輩,comrade,1362,8,15,車 非,auto
51,21,k:鉱,kanji,鉱,mineral,1478,5,13,金 広,auto
51,22,k:剛,kanji,剛,sturdy,1403,8,10,岡 刂,auto
51,23,k:涯,kanji,涯,horizon,1397,8,11,氵 圧,auto
51,24,k:軌,kanji,軌,rut,1413,8,9,車 九,auto
51,25,k:陥,kanji,陥,collapse,1405,8,10,阝 曲 勹,auto
51,26,k:邪,kanji,邪,wicked,1422,8,8,牙 阝,auto
51,27,k:貢,kanji,貢,tribute,1409,8,10,工 貝,auto
51,28,k:駄,kanji,駄,burdensome,1378,8,14,馬 太,auto
51,29,k:穂,kanji,穂,ear of grain,1372,8,15,思 十 禾,override
52,0,k:滝,kanji,滝,waterfall,1389,8,13,氵 竜,auto
52,1,k:泥,kanji,泥,mud,1460,8,8,氵 尸 匕,auto
52,2,k:喫,kanji,喫,consume,1429,8,12,口 契,auto
52,3,k:随,kanji,随,follow,1399,8,12,辶 阝 有,auto
52,4,k:揺,kanji,揺,swing,1400,8,12,扌 干 爪 凵,auto
52,5,k:麦,kanji,麦,barley,1602,2,7,,auto
52,6,k:恩,kanji,恩,grace,1469,6,10,因 心,auto
52,7,k:酔,kanji,酔,drunk,1411,8,11,十 九 酉,auto
52,8,k:祈,kanji,祈,pray,1466,8,8,礻 斤,auto
52,9,k:透,kanji,透,transparent,1421,8,10,辶 秀,auto
52,10,k:佳,kanji,佳,excellent,1439,8,8,亻 土,auto
52,11,k:紋,kanji,紋,family crest,1426,8,10,文 糸,auto
52,12,k:侍,kanji,侍,waiter,1443,8,8,亻 寺,auto
52,13,k:贈,kanji,贈,presents,1395,8,18,日 田 貝,auto
52,14,k:麗,kanji,麗,lovely,1360,8,19,鹿 冂,auto
52,15,k:塗,kanji,塗,paint,1440,8,13,氵 本 土 介,auto
52,16,k:鎮,kanji,鎮,tranquilize,1370,8,18,金 真,auto
52,17,k:旋,kanji,旋,rotation,1427,8,11,方 疋,auto
52,18,k:乾,kanji,乾,drought,1458,8,11,千 旦,auto
52,19,k:拳,kanji,拳,fist,1436,8,10,手 天,auto
52,20,k:妨,kanji,妨,disturb,1462,8,7,方 女,auto
52,21,k:誇,kanji,誇,boast,1414,8,13,大 言 勹,auto
52,22,k:甚,kanji,甚,tremendously,1447,8,9,甘 儿,auto
52,23,k:謀,kanji,謀,conspire,1391,8,16,言 木 甘,auto
52,24,k:径,kanji,径,diameter,1546,4,8,彳 土 又,auto
52,25,k:凍,kanji,凍,frozen,1472,8,10,東 冫,auto
52,26,k:冒,kanji,冒,risk,1452,8,9,日 目,auto
52,27,k:脅,kanji,脅,threaten,1444,8,10,月 力,auto
52,28,k:措,kanji,措,set aside,1437,8,11,扌 昔,auto
52,29,k:箇,kanji,箇,counter for articles,1418,8,14,竹 固,auto
53,0,k:暖,kanji,暖,warmth,1508,6,13,日 友 爪,auto
53,1,k:括,kanji,括,fasten,1461,8,9,扌 古 舌,auto
53,2,k:籠,kanji,籠,basket,1337,8,22,月 立 竹,auto
53,3,k:牲,kanji,牲,animal sacrifice,1463,8,9,生 牛,auto
53,4,k:悩,kanji,悩,trouble,1486,8,10,忄 ⺌ 凵,auto
53,5,k:荘,kanji,荘,villa,1464,8,9,艹 士 爿,auto
53,6,k:拾,kanji,拾,pick up,1605,3,9,扌 合,auto
53,7,k:獄,kanji,獄,prison,1425,8,14,犭 言 犬,auto
53,8,k:紛,kanji,紛,distract,1457,8,10,分 糸,auto
53,9,k:婆,kanji,婆,old woman,1450,8,11,氵 奴 皮,auto
